userId,movieId,rating,timestamp,title,genres
1,1,4.0,964982703.0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1,3,4.0,964981247.0,Grumpier Old Men (1995),Comedy|Romance
1,6,4.0,964982224.0,Heat (1995),Action|Crime|Thriller
1,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
1,50,5.0,964982931.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1,70,3.0,,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
1,101,5.0,964980868.0,Bottle Rocket (1996),
1,110,4.0,964982176.0,Braveheart (1995),Action|Drama|War
1,151,5.0,,Rob Roy (1995),Action|Drama|Romance|War
1,157,5.0,964984100.0,Canadian Bacon (1995),Comedy|War
1,163,,964983650.0,Desperado (1995),Action|Romance|Western
1,216,5.0,964981208.0,Billy Madison (1995),Comedy
1,223,3.0,964980985.0,Clerks (1994),Comedy
1,231,5.0,964981179.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
1,235,4.0,,Ed Wood (1994),
1,260,5.0,964981680.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1,296,3.0,964982967.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1,316,3.0,964982310.0,Stargate (1994),Action|Adventure|Sci-Fi
1,333,5.0,964981179.0,Tommy Boy (1995),Comedy
1,349,4.0,964982563.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
1,356,4.0,964980962.0,Forrest Gump (1994),Comedy|Drama|Romance|War
1,362,5.0,964982588.0,"Jungle Book, The (1994)",Adventure|Children|Romance
1,367,4.0,964981710.0,"Mask, The (1994)",
1,423,3.0,964982363.0,Blown Away (1994),Action|Thriller
1,441,4.0,964980868.0,Dazed and Confused (1993),Comedy
1,457,5.0,964981909.0,"Fugitive, The (1993)",Thriller
1,480,4.0,964982346.0,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
1,500,3.0,964981208.0,Mrs. Doubtfire (1993),Comedy|Drama
1,527,5.0,964984002.0,Schindler's List (1993),Drama|War
1,543,,964981179.0,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
1,552,4.0,964982653.0,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
1,553,5.0,964984153.0,Tombstone (1993),Action|Drama|Western
1,590,4.0,,Dances with Wolves (1990),
1,592,4.0,,Batman (1989),Action|Crime|Thriller
1,593,4.0,964983793.0,"Silence of the Lambs, The (1991)",
1,596,5.0,964982838.0,Pinocchio (1940),Animation|Children|Fantasy|Musical
1,608,5.0,964982931.0,Fargo (1996),Comedy|Crime|Drama|Thriller
1,648,3.0,964982563.0,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
1,661,5.0,964982838.0,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
1,673,3.0,964981775.0,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1,733,4.0,964982400.0,"Rock, The (1996)",Action|Adventure|Thriller
1,736,3.0,964982653.0,Twister (1996),Action|Adventure|Romance|Thriller
1,780,3.0,964984086.0,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1,804,4.0,964980499.0,She's the One (1996),Comedy|Romance
1,919,5.0,964982475.0,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
1,923,5.0,964981529.0,Citizen Kane (1941),Drama|Mystery
1,940,5.0,964982176.0,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
1,943,4.0,964983614.0,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
1,954,5.0,964983219.0,Mr. Smith Goes to Washington (1939),Drama
1,1009,3.0,964981775.0,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1,1023,5.0,964982681.0,Winnie the Pooh and the Blustery Day (1968),
1,1024,5.0,964982876.0,"Three Caballeros, The (1945)",Animation|Children|Musical
1,1025,5.0,964982791.0,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1,1029,5.0,964982855.0,Dumbo (1941),Animation|Children|Drama|Musical
1,1030,3.0,964982903.0,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1,1031,5.0,964982653.0,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1,1032,,964982791.0,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1,1042,4.0,964981179.0,That Thing You Do! (1996),Comedy|Drama
1,1049,5.0,964982400.0,"Ghost and the Darkness, The (1996)",Action|Adventure
1,1060,4.0,964980924.0,Swingers (1996),Comedy|Drama
1,1073,5.0,964981680.0,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1,1080,5.0,964981327.0,Monty Python's Life of Brian (1979),Comedy
1,1089,5.0,964982951.0,Reservoir Dogs (1992),Crime|Mystery|Thriller
1,1090,4.0,964984018.0,Platoon (1986),Drama|War
1,1092,5.0,964983484.0,Basic Instinct (1992),Crime|Mystery|Thriller
1,1097,,964981680.0,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1,1127,4.0,964982513.0,"Abyss, The (1989)",
1,1136,5.0,964981327.0,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1,1196,5.0,964981827.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1,1197,,964981872.0,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1,1198,,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1,1206,5.0,964983737.0,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1,1208,4.0,964983250.0,Apocalypse Now (1979),Action|Drama|War
1,1210,5.0,964980499.0,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1,1213,5.0,964982951.0,Goodfellas (1990),Crime|Drama
1,1214,4.0,964981855.0,Alien (1979),Horror|Sci-Fi
